Sr.No,Round ??,Institute ??,Program ??,Stream ??,Quota ??,Category ??,Seat Gender ??,Opening Rank ??,Closing Rank ??,Remark ??
6336,Round 2,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,568175,1241060,Fresh and Upgraded Only
6337,Round 2,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,514565,1215220,Fresh and Upgraded Only
6338,Round 2,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,734087,963610,Fresh and Upgraded Only
6339,Round 2,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,312759,378836,Fresh and Upgraded Only
6340,Round 2,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,621999,621999,Fresh and Upgraded Only
6341,Round 2,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC(Girl),Female Seats,1063850,1372947,Fresh and Upgraded Only
6342,Round 2,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,525869,1013645,Fresh and Upgraded Only
6343,Round 2,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,456098,1448614,Fresh and Upgraded Only
6344,Round 2,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,194356,280267,Fresh and Upgraded Only
6345,Round 2,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Data Science),B.Tech,Home State,OPEN(GIRL),Female Seats,615115,1298641,Fresh and Upgraded Only
6346,Round 2,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Data Science),B.Tech,Home State,OPEN,Both Male and Female Seats,1037823,1120784,Fresh and Upgraded Only
6347,Round 2,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,287106,287106,Fresh and Upgraded Only
6348,Round 2,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science,B.Tech,Home State,OPEN(GIRL),Female Seats,380125,1029733,Fresh and Upgraded Only
6349,Round 2,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Civil Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,969777,969777,Fresh and Upgraded Only
6350,Round 2,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Civil Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,581924,581924,Fresh and Upgraded Only
6351,Round 2,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,302921,904400,Fresh and Upgraded Only
6352,Round 2,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,254705,792492,Fresh and Upgraded Only
6353,Round 2,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,135206,395662,Fresh and Upgraded Only
6354,Round 2,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Electrical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,455853,455853,Fresh and Upgraded Only
6355,Round 2,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,576502,576502,Fresh and Upgraded Only
6356,Round 2,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,487910,495541,Fresh and Upgraded Only
6357,Round 2,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,564333,564333,Fresh and Upgraded Only
6358,Round 2,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,414307,414307,Fresh and Upgraded Only
6359,Round 2,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,913903,913903,Fresh and Upgraded Only
6360,Round 2,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,405011,405011,Fresh and Upgraded Only
6361,Round 2,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,945068,1288603,Fresh and Upgraded Only
6362,Round 2,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,502493,1414136,Fresh and Upgraded Only
6363,Round 2,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,271508,271508,Fresh and Upgraded Only
6364,Round 2,"HINDUSTAN COLLEGE OF SCIENCE & TECHNOLOGY,MATHURA",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,818083,818083,Fresh and Upgraded Only
6365,Round 2,"HINDUSTAN COLLEGE OF SCIENCE & TECHNOLOGY,MATHURA",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,303823,515668,Fresh and Upgraded Only
6366,Round 2,"HINDUSTAN COLLEGE OF SCIENCE & TECHNOLOGY,MATHURA",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,438668,491292,Fresh and Upgraded Only
6367,Round 2,"HINDUSTAN COLLEGE OF SCIENCE & TECHNOLOGY,MATHURA",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,813869,813869,Fresh and Upgraded Only
6368,Round 2,"HINDUSTAN COLLEGE OF SCIENCE & TECHNOLOGY,MATHURA",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,562671,1201996,Fresh and Upgraded Only
6369,Round 2,"HINDUSTAN COLLEGE OF SCIENCE & TECHNOLOGY,MATHURA",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,SC,Both Male and Female Seats,1346881,1346881,Fresh and Upgraded Only
6370,Round 2,"HINDUSTAN COLLEGE OF SCIENCE & TECHNOLOGY,MATHURA",Computer Science And Engineering(Data Science),B.Tech,Home State,OPEN(GIRL),Female Seats,1441665,1441665,Fresh and Upgraded Only
6371,Round 2,"HINDUSTAN COLLEGE OF SCIENCE & TECHNOLOGY,MATHURA",Computer Science And Engineering(Data Science),B.Tech,Home State,OPEN,Both Male and Female Seats,1386870,1386870,Fresh and Upgraded Only
6372,Round 2,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Civil Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,803167,803167,Fresh and Upgraded Only
6373,Round 2,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,635557,635557,Fresh and Upgraded Only
6374,Round 2,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,564647,564647,Fresh and Upgraded Only
6375,Round 2,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,1207858,1207858,Fresh and Upgraded Only
6376,Round 2,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,459858,856554,Fresh and Upgraded Only
6377,Round 2,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,229711,1168412,Fresh and Upgraded Only
6378,Round 2,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,1216485,1216485,Fresh and Upgraded Only
6379,Round 2,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,285344,468368,Fresh and Upgraded Only
6380,Round 2,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,333605,403663,Fresh and Upgraded Only
6381,Round 2,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Electronics and Communication Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,570284,663369,Fresh and Upgraded Only
6382,Round 2,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,1295610,1376005,Fresh and Upgraded Only
6383,Round 2,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,1401620,1436764,Fresh and Upgraded Only
6384,Round 2,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,502174,520916,Fresh and Upgraded Only
6385,Round 3,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,108499,108499,Fresh and Upgraded Only
6386,Round 3,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,78903,114709,Fresh and Upgraded Only
6387,Round 3,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,280257,424520,Fresh and Upgraded Only
6388,Round 3,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,ST,Both Male and Female Seats,607194,607194,Fresh and Upgraded Only
6389,Round 3,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,88247,88247,Fresh and Upgraded Only
6390,Round 3,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electrical & Electronics Engineering,B.Tech,Home State,BC(Girl),Female Seats,621975,849107,Fresh and Upgraded Only
6391,Round 3,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electrical & Electronics Engineering,B.Tech,Home State,BC,Both Male and Female Seats,623033,841931,Fresh and Upgraded Only
6392,Round 3,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electrical & Electronics Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,609943,1006089,Fresh and Upgraded Only
6393,Round 3,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electrical & Electronics Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,448028,540504,Fresh and Upgraded Only
6394,Round 3,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electrical & Electronics Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,324948,557773,Fresh and Upgraded Only
6395,Round 3,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electrical & Electronics Engineering,B.Tech,Home State,SC,Both Male and Female Seats,1059876,1059876,Fresh and Upgraded Only
6396,Round 3,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electrical & Electronics Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,232368,232368,Fresh and Upgraded Only
6397,Round 3,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,BC(AF),Both Male and Female Seats,904836,1197553,Fresh and Upgraded Only
6398,Round 3,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,BC(Girl),Female Seats,356463,493224,Fresh and Upgraded Only
6399,Round 3,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,BC,Both Male and Female Seats,333988,401023,Fresh and Upgraded Only
6400,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Artificial Intelligence And Machine Learning,B.Tech,Home State,OPEN,Both Male and Female Seats,159048,234167,Fresh and Upgraded Only
6401,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Artificial Intelligence And Machine Learning,B.Tech,Home State,SC(Girl),Female Seats,424962,424962,Fresh and Upgraded Only
6402,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Artificial Intelligence And Machine Learning,B.Tech,Home State,SC,Both Male and Female Seats,620538,873706,Fresh and Upgraded Only
6403,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science (Hindi),B.Tech,Home State,BC(Girl),Female Seats,915763,1029348,Fresh and Upgraded Only
6404,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science (Hindi),B.Tech,Home State,BC,Both Male and Female Seats,713150,1331851,Fresh and Upgraded Only
6405,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science (Hindi),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,789062,974632,Fresh and Upgraded Only
6406,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science (Hindi),B.Tech,Home State,OPEN(GIRL),Female Seats,512913,644021,Fresh and Upgraded Only
6407,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science (Hindi),B.Tech,Home State,OPEN,Both Male and Female Seats,483960,679194,Fresh and Upgraded Only
6408,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC(AF),Both Male and Female Seats,303132,303132,Fresh and Upgraded Only
6409,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC(Girl),Female Seats,256213,256213,Fresh and Upgraded Only
6410,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC,Both Male and Female Seats,180519,222823,Fresh and Upgraded Only
6411,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(GL),Female Seats,201632,201632,Fresh and Upgraded Only
6412,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,184137,192790,Fresh and Upgraded Only
6413,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,182622,183433,Fresh and Upgraded Only
6414,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,119989,172121,Fresh and Upgraded Only
6415,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,SC(Girl),Female Seats,488974,657627,Fresh and Upgraded Only
6416,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,SC,Both Male and Female Seats,406825,709098,Fresh and Upgraded Only
6417,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,108403,119833,Fresh and Upgraded Only
6418,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),B.Tech,Home State,BC(AF),Both Male and Female Seats,325963,325963,Fresh and Upgraded Only
6419,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),B.Tech,Home State,BC(Girl),Female Seats,242924,242924,Fresh and Upgraded Only
6420,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),B.Tech,Home State,BC,Both Male and Female Seats,226002,226963,Fresh and Upgraded Only
6421,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),B.Tech,Home State,EWS(GL),Female Seats,231185,231185,Fresh and Upgraded Only
6422,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,206865,206865,Fresh and Upgraded Only
6423,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),B.Tech,Home State,OPEN,Both Male and Female Seats,126662,202800,Fresh and Upgraded Only
6424,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),B.Tech,Home State,SC(Girl),Female Seats,768981,768981,Fresh and Upgraded Only
6425,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),B.Tech,Home State,SC,Both Male and Female Seats,717828,919496,Fresh and Upgraded Only
6426,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,127200,131056,Fresh and Upgraded Only
6427,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,299125,336236,Fresh and Upgraded Only
6428,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science Information Technology,B.Tech,Home State,EWS(GL),Female Seats,297178,297178,Fresh and Upgraded Only
6429,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,288484,303305,Fresh and Upgraded Only
6430,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science Information Technology,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,396157,396157,Fresh and Upgraded Only
6431,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,251286,257132,Fresh and Upgraded Only
6432,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,260633,288212,Fresh and Upgraded Only
6433,Round 3,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,120365,133991,Fresh and Upgraded Only
6434,Round 3,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,125642,143269,Fresh and Upgraded Only
6435,Round 3,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,115555,137270,Fresh and Upgraded Only
6436,Round 3,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,B.Tech,Home State,SC(Girl),Female Seats,326319,427972,Fresh and Upgraded Only
6437,Round 3,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,110779,110779,Fresh and Upgraded Only
